ticker,date,strategy,arrival_mid,market_vwap,executed_avg,fills,oversize_count,null_nbbo_count,vwap_slip_bps,is_bps,effective_spread_bps,realized_spread_bps,markout_1s_bps,markout_10s_bps,markout_60s_bps,reversion_5m_bps,pov,price_var,schedule_rmse,hit_ratio_nbbo,error
ADBE,20200113,vwap_following,343.16999999999996,343.6570628781479,343.530597,12,12,0,3.6800022990572,-10.50782411050037,3.575574086671251,4.988677247974875,1.7931187733000165,2.4919774739184373,3.2469078954826416,4.802934156139618,0.03224454261116306,0.26591608382413284,0.0,1.0,""
ADBE,20200114,twap,344.55,345.5357306580064,345.72700800000007,60,38,0,-5.535674751477003,-34.16073138876963,5.534565156851797,8.330755672072799,2.7923104090640933,2.35271982110594,3.1205374654057962,-1.8822575507484935,0.04662743744929266,0.4609122310654864,0.0,1.0,""
ADBE,20200114,vwap_following,344.55,345.5357306580064,345.737365,12,12,0,-5.835412204973325,-34.46132636772601,6.027582168159485,8.939355952677856,2.99181213538712,2.6365726125041364,0.7918098144110914,-6.372194062274505,0.04662743744929266,0.4559729856431832,0.0,1.0,""
ADBE,20200115,twap,346.345,346.4186942420678,346.27101099999993,60,42,0,4.263142968971676,2.1362802985490448,4.675890291556316,4.886019098468848,2.2811371227698074,2.3703428983840276,2.444289680657177,8.370133056253657,0.03532907264717208,0.5187863662292117,0.0,1.0,""
ADBE,20200115,vwap_following,346.345,346.4186942420678,346.30506,12,12,0,3.280257213496165,1.1531854076138364,5.0496934550014725,9.221117995649639,2.52586152333496,2.806441807214301,3.2057037435264166,4.475500245431512,0.03532907264717208,0.5793798931668822,0.0,1.0,""
ADBE,20200116,twap,345.345,344.11054230147585,344.11955600000005,60,32,0,-0.2619419464429787,35.48463131071774,3.995407353334428,-3.807934989083815,1.9862225265402624,1.828958254784226,1.1238288799752987,-5.824281429279987,0.04253328229339458,0.6460129784776679,0.0,1.0,""
ADBE,20200116,vwap_following,345.345,344.11054230147585,344.038659,12,12,0,2.0889595824377016,37.8271293923477,3.6822932589132957,-1.661237314051042,1.8241923708892847,1.5198972436622675,0.7116854243020606,-7.281199941750399,0.04253328229339458,0.6390452158328006,0.0,1.0,""
ADBE,20200117,twap,348.745,348.16924562343894,348.078372,60,37,0,2.610041655925636,19.115055412980915,4.401049136320559,0.9000997076504711,2.1846302720857222,2.3304420638481833,1.8290522197409553,-2.3016284020940243,0.042915876299278156,0.19710761636572863,0.0,1.0,""
ADBE,20200117,vwap_following,348.745,348.16924562343894,348.014926,12,12,0,4.432316334046368,20.934321639019966,4.605413910220667,2.4052441794864308,2.556100622472605,3.0069723505320725,4.373378676980726,10.203201793464725,0.042915876299278156,0.177787326132474,0.0,1.0,""
AVGO,20200113,twap,302.33000000000004,302.21477082050166,302.039235,60,38,0,5.808313737447819,9.617470975424922,4.608856286390363,6.152907271521713,2.396099906965696,2.689914606997722,2.348940123411248,-9.57980972515736,0.031233407252397163,0.49786490464465977,0.0,1.0,""
