Exchange,nbbo_share_bid_pct,nbbo_share_ask_pct,volume_share_pct,n_trades,avg_depth_at_best,adverse_selection_bps,routable,ticker,date
BATS,22.15411970203733,18.932457095412282,7.944132111521441,21740,403.12679411487477,0.29711341061612645,true,MSFT,20200117
ARCA,10.112049315798131,10.566160401669968,6.013634513308314,19239,275.36907838361213,0.15808879271421009,true,MSFT,20200117
EDGX,3.2357617865227506,3.1247307448283426,4.22991341568053,14108,245.36515897988994,0.6837456969683423,true,MSFT,20200117
IEX,0.492688008647497,0.42571690413340957,2.5959190041639215,6208,115.26490241450144,-0.6499564325548185,true,MSFT,20200117
NYSE,4.621789499244127,5.490455638497027,1.6025919192701004,4098,258.09217614365116,0.3063648042718315,true,MSFT,20200117
BATS Y,0.904305732883204,0.10789789060602975,1.2771059267738762,5208,168.45628079276702,-0.18587774894553347,true,MSFT,20200117
EDGA,0.21971222007253244,0.24066516797606272,0.9496353334064582,5142,181.71297285744816,-0.1057521049504909,true,MSFT,20200117
NASDAQ PSX,1.3123986621444852,1.3840694932911402,0.6848170629265795,2892,161.5648559829886,0.4322515356804348,true,MSFT,20200117
CSE,0.00039164388604729495,0.0,0.6501628784834229,99,2525.878003696858,-8.506362405406538,true,MSFT,20200117
NASDAQ BX,0.062271377881519895,0.1390335795467897,0.5095539067593292,2997,148.4218124548855,0.35588473893363676,true,MSFT,20200117
NSE,0.10535220534672234,0.16527371991195847,0.401572536665692,1783,108.88581348881391,-0.2328825222402393,true,MSFT,20200117
AMEX,0.2729757885749646,0.2909914073331401,0.2688485368644573,936,176.29989808972442,0.07276863707706079,true,MSFT,20200117
FINRA,0.0,0.0,43.55714224495123,27943,0.0,-0.7070001155413635,false,NVDA,20200113
NASDAQ,25.34750727017212,24.891817056032504,23.65025659177337,27954,226.42875825541097,-1.9829206621092794,true,NVDA,20200113
BATS,54.158955878055906,51.03799969388749,12.750727255828759,11428,274.06425110596166,-0.22890739583767344,true,NVDA,20200113
EDGX,4.670998622493704,7.001627961986393,8.054772228538926,9245,251.5498652291105,-0.240213186546209,true,NVDA,20200113
ARCA,5.811267723218634,6.215475378814231,5.2972106879753875,6199,135.93546605656582,-0.07718111417566949,true,NVDA,20200113
EDGA,5.693692690868107,6.375488736451043,2.047850567362506,3850,119.40995640594151,-0.3572602555165372,true,NVDA,20200113
IEX,0.19271173941476852,0.2330629339492688,1.6607367559297717,1346,134.9522983521249,0.08018466805567247,true,NVDA,20200113
NASDAQ BX,0.20732165467726,0.32559239727838146,0.7494616887695672,1585,135.86672035433864,-0.3823574819943667,true,NVDA,20200113
BATS Y,0.4584730551419945,0.23515006470105332,0.5995443068126354,1167,133.6948391922214,-1.5509084068851526,true,NVDA,20200113
NYSE,0.9106847180286355,0.9837342943410928,0.58119247137865,913,122.80932125023118,-2.1122633034778446,true,NVDA,20200113
