window,ticker,strategy,is_bps,vwap_slip_bps,eff_spread_bps,markout_60s_bps
open,ADI,rl_v4,-4.68669456066797,12.260137011000417,9.003706921126302,5.621908819865385
open,ADP,twap,-11.854513334849575,13.59777269243888,5.002178839319332,2.8670107673738725
open,ADP,ac_ra,-6.75142466377889,18.68788821529754,8.647377485090047,5.4830848510551755
open,ADP,vwap_following,-12.274048324595263,13.179304250808052,7.372508595401695,8.075633289559129
open,ADP,pov_5pct_cap,-12.274048324595263,13.179304250808052,7.372508595401695,8.075633289559129
open,ADP,toth,-12.274048324595263,13.179304250808052,7.372508595401695,8.075633289559129
open,ADP,rl_v4,-4.5433667654396155,20.890332755879918,11.862011921010794,6.921667134981184
open,ADSK,twap,-39.032391094405384,-0.14132743484854382,7.606207135215869,4.61461897943089
open,ADSK,ac_ra,-18.245399733769776,20.565135427341907,10.10045156251262,4.176735326513147
open,ADSK,vwap_following,-24.822540651998356,14.013474256182935,8.872541620426231,9.499450306268606
open,ADSK,pov_5pct_cap,-24.822540651998356,14.013474256182935,8.872541620426231,9.499450306268606
open,ADSK,toth,-24.822540651998356,14.013474256182935,8.872541620426231,9.499450306268606
open,ADSK,rl_v4,-8.853705008746083,29.920446865292433,15.268036393063328,10.332472329186627
open,ALGN,twap,42.261244371241524,32.7700676139199,20.030538805314013,8.260959578877694
open,ALGN,ac_ra,5.470958246453673,-4.055285017143327,24.232716494544547,11.099063523959854
open,ALGN,vwap_following,29.99039826187286,20.487525599261485,20.243031185273352,8.9491685004457
open,ALGN,pov_5pct_cap,29.99039826187286,20.487525599261485,20.243031185273352,8.9491685004457
open,ALGN,toth,29.981707637584698,20.478826691541382,20.244102923037833,8.950853488303595
open,ALGN,rl_v4,-2.299546195226405,-11.833195882406056,23.71986365348361,9.300578746757537
open,ALXN,twap,1.7011871013469633,15.845881547089517,11.4131487796401,5.0569826687082315
open,ALXN,ac_ra,-5.272236002830693,8.8823238151012,16.936780081861976,6.673510673030202
open,ALXN,vwap_following,4.5601523742023735,18.700802212860033,16.319097959632693,7.06210977523975
open,ALXN,pov_5pct_cap,4.5601523742023735,18.700802212860033,16.319097959632693,7.06210977523975
open,ALXN,toth,4.5601523742023735,18.700802212860033,16.319097959632693,7.06210977523975
open,ALXN,rl_v4,-5.819011339480761,8.336322007049557,19.500520214163966,9.430195199963139
